"Word","fit1.coef1","fit1.coef1.p","fit1.coef2","fit1.coef2.p","fit1.aic","fit1.bic","fit1.loglik","fit2.coef1","fit2.coef1.p","fit2.coef2","fit2.coef2.p","fit2.coef3","fit2.coef3.p","fit2.aic","fit2.bic","fit2.loglik","Inquirer","SentiWordNetPositive","SentiWordNetNegative","SentiWordNetPolarity","MicroWNOpPositive","MicroWNOpNegative","MicroWNOpPolarity","MqapPolarity","MqapStrength","Predicted","Model","RawScore","NormedScore"
"elite/a",-13.7410811667066,3.56575186381724e-160,-0.0576440629202101,0.473166493223299,-33.0503387457898,82.1950566159205,-33.0503387457898,-13.6352125204022,2.86089259818719e-157,0.081482089994528,0.328440274355723,-1.02512198002315,0.000070732106204356,-25.0243501812642,72.5808311366059,-25.0243501812642,NA,0.375,0,"positive",NA,NA,NA,"positive",1,"neutral","None",0.081482089994528,0
"elliptical/a",-14.9043503392155,8.0971906307312e-160,0.39094700248363,0.128426901112955,-33.8972201178001,83.8888193599412,-33.8972201178001,-14.6133236888573,4.16760678336815e-159,0.833012868625893,0.02459806339262,-3.02882991533912,0.00000885725328553941,-23.0082693333948,68.548669440867,-23.0082693333948,NA,0.125,0,"positive",NA,NA,NA,NA,NA,"positive","Quadratic",0.833012868625893,0.434273249751609
"elongated/a",-15.5748135434216,1.37106703761266e-189,0.191970421450603,0.575716536366968,-24.3689670145597,64.8323131534604,-24.3689670145597,-15.2965766027139,7.06946699358577e-154,1.01107501065565,0.0835338799351284,-3.94666539376648,0.00000128820583355786,-11.720209570738,45.9725499155533,-11.720209570738,"neutral",0,0,"neutral",NA,NA,NA,NA,NA,"neutral","None",1.01107501065565,0
"eloquent/a",-13.4476077180672,2.27473387530492e-104,1.60276014748727,0.00135736671814243,-42.4062857539141,100.906950632169,-42.4062857539141,-13.5118372644925,1.03448592782863e-127,0.968756104894082,0.000000000213087549097628,1.48414877554574,0.211519019361498,-26.4347240150547,75.4015788041868,-26.4347240150547,"Positiv",0.375,0.125,"positive",NA,NA,NA,"positive",2,"positive","Linear",1.60276014748727,1.2429482713292
"eloquently/r",-13.7020619414975,2.43436914446215e-194,1.56071084601973,0.000000243475080499917,-51.9543648512835,120.003108826908,-51.9543648512835,-13.9117510533853,9.6006408376306e-179,1.1707484435979,0.000000000000649795763402365,1.94521455969659,0.0587980719435758,-28.4630941898264,79.4583191537301,-28.4630941898264,NA,0,0,"neutral",NA,NA,NA,"positive",2,"positive","Linear",1.56071084601973,1.21222824254745
"elsewhere/r",-10.9379034656781,1.39102935516611e-110,-1.3225797824159,0.0000807395009121784,-125.020484598237,266.135348320815,-125.020484598237,-10.7719304806531,1.85294577877253e-111,-1.28398944415439,0.000194129556223502,-1.46524052207579,0.00000000000000000000000000000000000836854172676022,-44.9959442489972,112.524019272072,-44.9959442489972,"neutral",0,0,"neutral",NA,NA,NA,NA,NA,"negative","Quadratic",-1.28398944415439,-0.799561102290186
"elusive/a",-13.7240561102568,7.40052302175335e-246,1.14785042695648,0.0000000000041594492319428,-57.4655178843606,131.025414893062,-57.4655178843606,-13.5662877654138,5.38451808383842e-217,1.86453120310891,0.00000000000061395149451245,-2.56113790278905,0.0000000000000000213950984972143,-18.8439623863266,60.2200555467306,-18.8439623863266,NA,0.5,0.25,"positive",NA,NA,NA,NA,NA,"positive","Quadratic",1.86453120310891,1.03546425845419
"embarrassed/a",-12.1276760334086,2.87044251077754e-138,-1.54833834251949,0.0157396718052122,-114.645279302734,245.384937729808,-114.645279302734,-12.2159373155899,7.20776011897908e-112,-1.53024494074787,0.0112040556540558,0.626385749565244,0.479893096528432,-49.6337775918298,121.799685957737,-49.6337775918298,"neutral",0,0.375,"negative",NA,NA,NA,NA,NA,"negative","Linear",-1.54833834251949,-1.05915504379592
"embarrassing/a",-11.9420591510189,1.13430202949108e-165,-1.70143654761263,0.000111632612493101,-87.1362042884749,190.366787701291,-87.1362042884749,-11.8710597050651,5.85132033746404e-165,-1.70630291049119,0.000198971995795563,-0.610538632081271,0.00000135024084375409,-75.3766427981158,173.285416370309,-75.3766427981158,NA,0,0.75,"negative",NA,NA,NA,"negative",2,"negative","Quadratic",-1.70630291049119,-1.04569444798874
"embarrassingly/r",-13.4454477035268,5.18104410599737e-235,-1.85805597296621,0.0000000476912710621474,-53.3227805556909,122.739940235723,-53.3227805556909,-13.2277824034028,7.33771959438139e-232,-1.92890760901655,0.0000036161382883202,-1.98016949237541,0.0000000000076471375589578,-29.1665483126729,80.8652273994233,-29.1665483126729,NA,0,0.375,"negative",NA,NA,NA,"negative",2,"negative","Quadratic",-1.92890760901655,-1.17543324057692
"emblematic/a",-15.544304392324,7.62928891222403e-247,-0.627435166860753,0.094478359515589,-24.1269974283319,64.3483739810047,-24.1269974283319,-15.2917998247329,7.50458087710726e-242,-0.420433769666219,0.321802394280381,-2.37753414963576,0.00163500863293704,-18.8664006743109,60.2649321226992,-18.8664006743109,NA,0.125,0,"positive",NA,NA,NA,NA,NA,"neutral","None",-0.420433769666219,0
"eminently/r",-14.0455749386311,0,0.0479050510702171,0.935575126459267,-38.9572944907968,94.0089681059347,-38.9572944907968,-13.8470805895415,0,0.415530231010428,0.567156814949798,-2.27940015119069,0.000000125384263585164,-24.2731231791646,71.0783771324065,-24.2731231791646,NA,0.375,0,"positive",NA,NA,NA,NA,NA,"neutral","None",0.415530231010428,0
"emotional/a",-11.1391972489786,0.000000000000000000000841673410201273,0.450024127395774,0.0653372616637831,-149.158351526987,314.411082178315,-149.158351526987,-11.1573060570977,0.00000000000000000000480215314338028,0.315341024108698,0.377618074206015,0.250665778799853,0.807795784187372,-74.7269657700185,171.986062314114,-74.7269657700185,"neutral",0.375,0,"positive",NA,NA,NA,"negative",2,"neutral","None",0.315341024108698,0
"emotionally/r",-12.0953145592838,0.0000000000000000000000000405388765462938,0.689336102518257,0.0118873892736442,-74.3214226998642,164.737224524069,-74.3214226998642,-12.0809631180205,0.0000000000000000000000000203732397935744,0.497677796552444,0.033326689147101,0.161729944431199,0.860454910582079,-52.2397836133949,127.011698000867,-52.2397836133949,NA,0.125,0,"positive",NA,NA,NA,NA,NA,"positive","Linear",0.689336102518257,0.575626532987196
"emotionless/a",-14.7207886523432,0.00000000000000000000000000000000000000000000000000000137412592745692,-2.22270481709903,0.0000110232145109684,-29.2774987685488,74.6493766614387,-29.2774987685488,-14.68203398241,0.0000000000000000000000000000000000000000000000000000027664615750607,-2.24629245771898,0.0000127994910097264,-0.345585834802383,0.148809411198834,-28.2371773017792,79.0064853776357,-28.2371773017792,NA,0.25,0.5,"negative",NA,NA,NA,NA,NA,"negative","Linear",-2.22270481709903,-1.55182809151633
"empathetic/a",-14.0760829496962,3.01486854391596e-237,0.252404708160967,0.682906838410322,-37.3313053027289,90.7569897297989,-37.3313053027289,-13.9890859897319,8.25018364186152e-157,0.80067872992246,0.00000018662104000799,-1.63314282423137,0.323457128042443,-30.7218036816854,83.9757381374483,-30.7218036816854,NA,0.375,0,"positive",NA,NA,NA,NA,NA,"neutral","None",0.80067872992246,0
"emphatic/a",-15.0051027836008,0,-0.781608550708233,0.0564595518531756,-16.6422071884058,49.3787935011527,-16.6422071884058,-15.1718531977931,0,-0.842802657324008,0.0300861740744065,1.31450495024543,0.0319975121338217,-14.3752603015596,51.2826513771965,-14.3752603015596,"neutral",0.25,0,"positive",NA,NA,NA,"negative",2,"negative","Quadratic",-0.842802657324008,-0.542427980624692
"emphatically/r",-14.6697297506759,0,-0.178320724990823,0.407822357826844,-23.6948841909294,63.4841475061998,-23.6948841909294,-14.7748478727139,0,-0.267130585183435,0.221043637644881,0.87424727486189,0.131311694156621,-22.5658973752102,67.6639255244978,-22.5658973752102,NA,0.25,0,"positive",NA,NA,NA,"negative",2,"neutral","None",-0.267130585183435,0
"empty-headed/a",-16.5545044601138,1.99630256802274e-70,-0.0384333109109668,0.93465329905008,-20.2725254509577,56.6394300262565,-20.2725254509577,-16.4281778846933,2.25477976767054e-66,0.23624080755673,0.684176523744962,-1.45777252926143,0.0186804826784666,-17.4491481945345,57.4304271631464,-17.4491481945345,NA,0,0.5,"negative",NA,NA,NA,NA,NA,"neutral","None",0.23624080755673,0
"empty/a",-10.0946818131666,1.30827767103495e-66,-1.32600342673536,0.0000000321095543185757,-180.181445209837,376.457269544015,-180.181445209837,-10.0022785264496,1.23117932257206e-60,-1.29852372202106,0.000000009937906957419,-0.88126519479627,0.0169622212395724,-81.5592537230897,185.650638220257,-81.5592537230897,"Negativ",0.5,0,"positive",NA,NA,NA,"negative",1,"negative","Quadratic",-1.29852372202106,-0.808031991153064
"en bloc/r",-15.0166375057058,6.88836508067361e-263,-0.577646784730803,0.260114534560503,-20.2327526544745,56.55988443329,-20.2327526544745,-14.8989824727328,2.48538422205161e-255,-0.520504594538708,0.351509733334884,-0.993110851360923,0.15456771056718,-19.2066634673076,60.9454577086925,-19.2066634673076,NA,0,0,"neutral",NA,NA,NA,NA,NA,"neutral","None",-0.520504594538708,0
"en clair/r",-15.718056511686,4.62310273193748e-97,0.216226782338645,0.381173876418084,-18.5212047985881,53.1367887215172,-18.5212047985881,-15.462519589426,3.62909689793492e-96,0.447799761713013,0.164403588129966,-2.32847921563858,0.00762468560265413,-14.7496111300546,52.0313530341866,-14.7496111300546,NA,0,0,"neutral",NA,NA,NA,NA,NA,"neutral","None",0.447799761713013,0
"en garde/a",-15.6564331789619,1.39992856904438e-284,0.195921021252413,0.780460079891493,-19.7814842084642,55.6573475412694,-19.7814842084642,-15.5106772943121,1.79051866902567e-266,0.381925900998076,0.67581353886859,-1.73019846264023,0.179278211843163,-18.9215713595808,60.375273493239,-18.9215713595808,NA,0,0,"neutral",NA,NA,NA,NA,NA,"neutral","None",0.381925900998076,0
"en masse/r",-15.0219117782087,4.51457570430251e-213,-1.06205971530231,0.000315714687810895,-16.4515403668949,48.9974598581308,-16.4515403668949,-14.8832817344118,9.60517609887392e-210,-1.02148260151831,0.00075393445915934,-1.16877155892464,0.0505483602618844,-14.5066669860317,51.5454647461409,-14.5066669860317,NA,0,0,"neutral",NA,NA,NA,NA,NA,"negative","Linear",-1.06205971530231,-0.703893650557541
"en route/r",-13.9287578866389,0,0.330559433114292,0.00750331499476333,-52.5299110534992,121.154201231339,-52.5299110534992,-13.7282613982795,0,0.699031092296575,0.00000512278543455182,-2.28168526547065,0.0107453082522062,-24.3495671301395,71.2312650343564,-24.3495671301395,NA,0,0,"neutral",NA,NA,NA,NA,NA,"positive","Quadratic",0.699031092296575,0.356185796948788
"enamored/a",-15.29181960002,0,0.379234800082596,0.291718105457446,-15.3810608648734,46.8565008540879,-15.3810608648734,-15.1263982966607,0,0.728960012154305,0.115831735216129,-1.93631974709395,0.0234188273965468,-12.7585911441323,48.049313062342,-12.7585911441323,NA,0.75,0,"positive",NA,NA,NA,NA,NA,"neutral","None",0.728960012154305,0
"enchanted/a",-16.2003937067398,0.000000000000000000000000000000000000000000000000118611678427533,3.24959665047473,0.0100526348479973,-14.7018711888597,45.4981215020604,-14.7018711888597,-16.0972439501294,0.00000000000000000000000000000000000000000000210504971750805,3.55296522245158,0.0108607220439681,-1.01108851710351,0.157558843185398,-13.6746151802159,49.8813611345092,-13.6746151802159,NA,0.375,0,"positive",NA,NA,NA,"positive",2,"positive","Linear",3.24959665047473,2.44608038066176
"enchantingly/r",-16.3037431378267,0,1.04916992878383,0.208161869370004,-12.7352454783321,41.5648700810052,-12.7352454783321,-16.1257333210884,0,2.54959254073984,0.077996793499645,-4.97315402389464,0.0441804004039346,-10.0216042898595,42.5753393537963,-10.0216042898595,NA,0.25,0,"positive",NA,NA,NA,"positive",2,"neutral","None",2.54959254073984,0
"encouraged/a",-14.8216529751798,0,0.267505633956111,0.327437793400422,-18.5623650220849,53.2191091685108,-18.5623650220849,-14.7690707639893,0,0.709972050162686,0.115814690201805,-1.52232585263826,0.0885342437744239,-17.9858441331743,58.503819040426,-17.9858441331743,NA,0.375,0,"positive",NA,NA,NA,NA,NA,"neutral","None",0.709972050162686,0
"encouraging/a",-13.6902574807751,0,0.75861426255027,0.171661281532262,-32.2342767963996,80.5629327171401,-32.2342767963996,-13.7598235258304,0,0.810167111364338,0.0612858482862542,0.107180776437473,0.939211893634265,-25.7437944748674,74.0197197238121,-25.7437944748674,NA,0,0,"neutral",NA,NA,NA,"positive",2,"neutral","None",0.810167111364338,0
"encyclopedic/a",-15.1746068683305,0,0.712352614245822,0.0724335064192389,-19.6891781048257,55.4727353339924,-19.6891781048257,-15.2488270969452,0,0.738179697786812,0.13023027097746,0.368462379142858,0.754593533103429,-19.6387868617372,61.8097044975518,-19.6387868617372,NA,0.375,0,"positive",NA,NA,NA,NA,NA,"neutral","None",0.738179697786812,0
"end on/r",-11.3913600328435,0,-0.00916512416858897,0.95894805655276,-28.7859744968873,73.6663281181156,-28.7859744968873,-11.3559500260148,0,0.0396375401036116,0.835263383040895,-0.341505303357578,0.0121549891836514,-25.6439333819555,73.8199975379884,-25.6439333819555,NA,0,0,"neutral",NA,NA,NA,NA,NA,"neutral","None",0.0396375401036116,0
"endangered/a",-17.0106156147532,0,-0.388082096636942,0.588199137390872,-11.4591179261578,39.0126149766565,-11.4591179261578,-16.5922126444927,0,-0.0173114413511192,0.98522493043433,-4.42106264908683,0.11835479004616,-10.0803574707312,42.6928457155397,-10.0803574707312,NA,0,0.625,"negative",NA,NA,NA,NA,NA,"neutral","None",-0.0173114413511192,0
"endearing/a",-12.6868853926723,1.59250137231262e-59,0.749443737159897,0.0180488627590459,-76.7169816405421,169.528342405425,-76.7169816405421,-12.59926926326,1.69968371835247e-57,0.97009023121455,0.00462930291205484,-1.02789899218754,0.00000000000124634617268286,-50.840045493269,124.212221760615,-50.840045493269,NA,0.5,0,"positive",NA,NA,NA,"positive",2,"positive","Quadratic",0.97009023121455,0.514164876618587
"endemic/a",-15.309028657169,0,-1.41162750178161,0.030031599613109,-22.4368880435508,60.9681552114425,-22.4368880435508,-15.0954914858136,0,-1.47627101425943,0.0597725576314094,-1.96187058258366,0.0275656754557187,-19.9752593942034,62.4826495624842,-19.9752593942034,NA,0.375,0.125,"positive",NA,NA,NA,NA,NA,"negative","Linear",-1.41162750178161,-0.959277975315102
"endless/a",-11.3856200553661,4.97817555032095e-254,-0.347086600189817,0.353245169391566,-149.455321743125,315.00502261059,-149.455321743125,-11.5048497976466,6.4361497000259e-182,-0.547834332910739,0.0219231147389524,1.07811321997481,0.235060915856138,-123.539586517324,269.611303808725,-123.539586517324,"neutral",0.125,0,"positive",NA,NA,NA,"negative",1,"neutral","None",-0.547834332910739,0
"endlessly/r",-13.0038616363543,6.28416312750105e-140,-0.506729826438657,0.0212032925144142,-66.1353569608409,148.365093046023,-66.1353569608409,-13.1244438863935,9.72360405621458e-148,-0.578105856896437,0.000000000000000000000443630333527555,1.01530532241274,0.0332229184592788,-39.8288045456815,102.18973986544,-39.8288045456815,NA,0,0,"neutral",NA,NA,NA,NA,NA,"negative","Quadratic",-0.578105856896437,-0.388157008282592
"energetic/a",-12.2366158315367,0.0000000000000000000000000000000000018535217265715,0.803219309194776,0.0000000000000000000000000000000000000000938318439438097,-199.647658275526,415.389695675393,-199.647658275526,-12.1263474845754,0.000000000000000000000000000000000176903618694065,1.24929028288929,0.000000000000730432871559026,-1.83549417682643,0.0764704802136974,-40.5046923486768,103.541515471431,-40.5046923486768,"Positiv",0.125,0.125,"neutral",NA,NA,NA,"positive",1,"positive","Linear",0.803219309194776,0.658826378519962
"engaging/a",-10.8945097675848,4.52706095459336e-182,0.812412456680365,0.0137784015035871,-539.135261497802,1094.36490211995,-539.135261497802,-10.7669072398231,2.94852824571602e-109,1.08541788533527,0.00000000000000000253285966523744,-1.54687339134254,0.198312007433153,-53.4471821274896,129.426495029057,-53.4471821274896,NA,0.875,0,"positive",NA,NA,NA,"positive",2,"positive","Linear",0.812412456680365,0.665542631715515
"engagingly/r",-15.0186117324117,3.37041636411133e-295,0.760709734924937,0.0000384562107735993,-71.7267249092422,159.547828942825,-71.7267249092422,-14.8742057922847,5.8615052449104e-183,1.46740001201556,0.00633047506089326,-3.48074069501508,0.216739691890422,-23.8418278947874,70.2157865636523,-23.8418278947874,NA,0.125,0,"positive",NA,NA,NA,NA,NA,"positive","Linear",0.760709734924937,0.627770087464158
"english/a",-11.7414324569209,3.04230960259051e-74,0.0452774242354267,0.880077506316231,-63.128378457133,142.351136038607,-63.128378457133,-11.8223031859158,1.42041922139622e-62,-0.0484321865072459,0.834893425570219,0.691285614021886,0.330226892424312,-44.2228781093745,110.977886992826,-44.2228781093745,NA,0,0,"neutral",NA,NA,NA,NA,NA,"neutral","None",-0.0484321865072459,0
"enhanced/a",-14.0354687326487,5.14330204885765e-226,0.891879470943776,0.171245682375666,-33.8749669549352,83.8443130342114,-33.8749669549352,-14.158986417133,5.88837216844463e-154,0.586019428985004,0.266519649525667,1.27172343892825,0.325315546299206,-32.5226655043758,87.577461782829,-32.5226655043758,NA,0.5,0.125,"positive",NA,NA,NA,"positive",1,"neutral","None",0.586019428985004,0
"enigmatic/a",-14.5189569086694,0.00000000000000000000000000000000000000000000000000560148593971336,1.18337112757634,0.0000000000000000000112771395813665,-87.196642999613,190.487665123567,-87.196642999613,-14.3814120946814,0.0000000000000000000000000000000000000000000000236589346533805,1.85290228167181,0.00000000000000000771423055931711,-2.33563281215083,0.000000000000000000000252904598268177,-36.2897650465735,95.1116608672244,-36.2897650465735,NA,0.125,0.5,"negative",NA,NA,NA,NA,NA,"positive","Quadratic",1.85290228167181,1.02868667363075
"enjoyable/a",-9.16509044732846,3.22208239475517e-80,0.674209993799789,0.0739478418328392,-5282.85353368499,10581.8014464943,-5282.85353368499,-8.9018513029336,4.59918308106107e-63,1.56391796787118,0.00131775305716449,-3.97288230969082,0.000295831755135175,-883.754459877953,1790.04105052998,-883.754459877953,"Positiv",0.5,0.25,"positive",NA,NA,NA,"positive",2,"positive","Quadratic",1.56391796787118,0.860260417591301
"enjoyably/r",-14.4661481038524,5.2306410754616e-158,0.0250651529731011,0.839743001719448,-118.481993270069,253.058365664479,-118.481993270069,-14.0778534252665,1.6343287251511e-137,1.06705064072983,0.000271492252567923,-5.2356121784482,0.00000000000000000000000000000000178891499981351,-33.0226266146185,88.5773840033143,-33.0226266146185,NA,0.375,0,"positive",NA,NA,NA,"positive",2,"positive","Quadratic",1.06705064072983,0.570675482830858
"enlarged/a",-14.8286061921584,0,-0.0935125178017681,0.679418605343951,-20.3322658537069,56.7589108317548,-20.3322658537069,-14.7262611642978,0,-0.00543103072611923,0.982379537681563,-0.902210302634378,0.190341733191593,-19.4615516461821,61.4552340664416,-19.4615516461821,NA,0,0,"neutral",NA,NA,NA,NA,NA,"neutral","None",-0.00543103072611923,0
"enormous/a",-11.6175815277272,0,0.557209836061496,0.0964782973832852,-34.0795873331572,84.2535537906555,-34.0795873331572,-11.5894219845993,0,0.603091378553023,0.0297289140487988,-0.310797591228325,0.588240924048568,-33.0324206050272,88.5969719841317,-33.0324206050272,"neutral",0,0,"neutral",NA,NA,NA,"negative",2,"neutral","None",0.603091378553023,0
"enormously/r",-13.2373716400053,0,0.455170966435645,0.000000430120752218752,-30.9044505427683,77.9032802098777,-30.9044505427683,-13.2781578006961,0,0.414698996653413,0.00069263846298631,0.252324518491968,0.745511323827956,-28.9102048036167,80.3525403813109,-28.9102048036167,NA,0,0.25,"negative",NA,NA,NA,"negative",2,"positive","Linear",0.455170966435645,0.404552116312474
"enough/a",-9.22619793883999,1.33938389246735e-82,-0.215454811950535,0.501065951947334,-1008.40425492496,2032.90288897426,-1008.40425492496,-9.1534515114405,1.21969288474485e-65,-0.215864057403563,0.422430638049426,-0.658843849234933,0.345233796576488,-239.202352741389,500.936836256856,-239.202352741389,"neutral",0.125,0,"positive",NA,NA,NA,"neutral",1,"neutral","None",-0.215864057403563,0
"enough/r",-8.27370599726827,0,-0.227582366660006,0.439446136902385,-1832.63745883593,3681.36929679621,-1832.63745883593,-8.19171500997688,0,-0.186183753841398,0.47948477033024,-0.77584879851731,0.145645177959664,-377.262556976263,777.057244726603,-377.262556976263,"neutral",0.125,0,"positive",NA,NA,NA,"neutral",1,"neutral","None",-0.186183753841398,0
"entangled/a",-15.0399905688302,2.06992724571742e-68,1.84313495881208,0.00219877258909102,-41.3767820245697,98.8479431734804,-41.3767820245697,-14.978118448588,5.95113672510771e-58,2.8943953793324,0.00101973622767107,-2.71629837670638,0.0000000001528943260138,-19.5293597021962,61.5908501784699,-19.5293597021962,NA,0,0,"neutral",NA,NA,NA,NA,NA,"positive","Quadratic",2.8943953793324,1.63569118824577
"enterprising/a",-15.9025384114549,1.45010476338522e-196,-0.506809682071811,0.27175016002938,-24.698319368802,65.491017861945,-24.698319368802,-15.9188199554079,1.3017588218535e-135,-0.379974108181534,0.554633440065603,-0.846081253136022,0.719269902244484,-17.1548259876905,56.8417827494585,-17.1548259876905,NA,0.5,0.125,"positive",NA,NA,NA,"positive",1,"neutral","None",-0.379974108181534,0
"entertaining/a",-9.54510775774983,1.06237478711275e-62,0.446984285664654,0.256731698050989,-5070.10076757206,10156.2959142685,-5070.10076757206,-9.32195811555881,0.000000000000000000000000000000000000000000413551530391873,0.761896312072854,0.00780155369338965,-2.47258586792026,0.059313025301543,-866.855477656958,1756.24308608799,-866.855477656958,NA,0.625,0.25,"positive",NA,NA,NA,"positive",2,"neutral","None",0.761896312072854,0
"entertainingly/r",-14.7108266384793,8.37630850885651e-222,-0.180195993113383,0.822329921519643,-56.8492904022692,129.792959928879,-56.8492904022692,-14.5064312080475,1.73309123788434e-173,0.0274841871490593,0.97524757749147,-2.47115107063746,0.161034644239625,-36.806488394748,96.1451075635733,-36.806488394748,NA,0.375,0,"positive",NA,NA,NA,NA,NA,"neutral","None",0.0274841871490593,0
"enthralled/a",-15.9336956934212,1.08012786343266e-90,3.02550422701008,0.00307364753950416,-14.6996416541167,45.4936624325744,-14.6996416541167,-15.9496051155087,2.65002053286397e-96,2.75917542086518,0.00433682351232297,0.698665692979784,0.413515019828355,-14.3756458845743,51.2834225432261,-14.3756458845743,NA,0,0.75,"negative",NA,NA,NA,"positive",2,"positive","Linear",3.02550422701008,2.2823648025583
"enthusiastic/a",-12.0673926398705,1.24324249813688e-167,0.0132943714802345,0.970222908329919,-74.734023508188,165.562426140717,-74.734023508188,-11.9760645601386,7.3446706129659e-152,0.184720471650234,0.664176614423836,-1.13583430623572,0.176924489370816,-33.6575760962601,89.8472829665975,-33.6575760962601,"Positiv",0.625,0,"positive",NA,NA,NA,"positive",2,"neutral","None",0.184720471650234,0
"enthusiastically/r",-13.603768261683,0,0.426433488602942,0.384343330583052,-27.3653893332462,70.8251577908334,-27.3653893332462,-13.5411846293497,0,0.626446289235962,0.267625029013093,-0.853284635513022,0.0463724187712004,-25.431330742205,73.3947922584875,-25.431330742205,NA,0.375,0,"positive",NA,NA,NA,"positive",2,"neutral","None",0.626446289235962,0
"entire/a",-8.79829262307567,3.24150231278351e-301,-0.139959697083197,0.403538879476871,-1387.09173039117,2790.27783990667,-1387.09173039117,-9.0091783061822,4.69637070523095e-237,-0.390731496553418,0.000000000000000000304854662434972,1.85910137783978,0.000447915516573512,-177.041603019553,376.615336813184,-177.041603019553,"neutral",0,0,"neutral",NA,NA,NA,"neutral",1,"negative","Quadratic",-0.390731496553418,-0.278951212385538
"entirely/r",-10.2262655641987,3.0203169347553e-282,-0.759981263355242,0.00928541235548067,-284.372174197969,584.838727520278,-284.372174197969,-10.1140135185208,1.33811339136979e-204,-0.692053999030638,0.00829628764619621,-1.0897313435687,0.0723346500411242,-49.5939404518967,121.720011677871,-49.5939404518967,NA,0.25,0.25,"neutral",NA,NA,NA,"neutral",2,"negative","Linear",-0.759981263355242,-0.483203688672625
"entranced/a",-16.2274508572131,6.26741635955021e-101,1.68810539654522,0.00000923125022796818,-23.6961221968827,63.4866235181065,-23.6961221968827,-16.1080042464326,2.25174153069037e-133,0.69617965766689,0.0222598761544568,1.14640122861997,0.497335339131591,-18.9176729971455,60.3674767683683,-18.9176729971455,NA,0,0.75,"negative",NA,NA,NA,"positive",2,"positive","Linear",1.68810539654522,1.30529909324402
"entrenched/a",-15.1860918114465,0,0.930895219566626,0.0565405541926655,-21.8719795081547,59.8383381406504,-21.8719795081547,-15.2024440164789,0,0.828533685978119,0.0921414647684172,0.330691394054525,0.683620454568808,-21.7925614428509,66.1172536597791,-21.7925614428509,NA,0,0,"neutral",NA,NA,NA,NA,NA,"neutral","None",0.828533685978119,0
"enviable/a",-15.0759990214102,0,1.27581400450554,0.00497676699635505,-18.997873050607,54.090125225555,-18.997873050607,-14.9738770111533,4.83276669136e-270,1.73072394911139,0.00296166485942384,-1.68400934029951,0.0248296867560979,-16.4120107486137,55.3561522713048,-16.4120107486137,NA,0.25,0.5,"negative",NA,NA,NA,"positive",2,"positive","Quadratic",1.73072394911139,0.957478521009392
"envious/a",-13.9819999220694,0,0.773838946449107,0.000000389229778925632,-23.8526371525426,63.7996534294263,-23.8526371525426,-13.8852079217124,0,0.805970025954355,0.000687296554704835,-0.81908886197598,0.458015988461024,-22.2431835779321,67.0184979299416,-22.2431835779321,"Negativ",0.5,0.375,"positive",NA,NA,NA,"negative",2,"positive","Linear",0.773838946449107,0.637361917573761
"enviously/r",-16.9827986074916,0,-0.189710500046246,0.789800239654732,-10.3457177445223,36.7858146133856,-10.3457177445223,-16.692751151508,0,0.0975560368530568,0.911006978910177,-2.94421251065761,0.262434070144588,-9.67625605159427,41.8846428772659,-9.67625605159427,NA,0.25,0,"positive",NA,NA,NA,"negative",2,"neutral","None",0.0975560368530568,0
"environmental/a",-13.2663220240135,3.48097946917947e-102,0.575831277056952,0.136447220740829,-33.6652530670509,83.4248852584427,-33.6652530670509,-13.3261401906741,3.52094304627893e-97,0.57099234755075,0.15839512439801,0.316746400104524,0.652452000169555,-30.1224204780301,82.7769717301376,-30.1224204780301,"neutral",0,0,"neutral",NA,NA,NA,NA,NA,"neutral","None",0.57099234755075,0
"environmentally/r",-14.5352246986098,4.30627522471555e-294,-0.212737222865216,0.772421217885226,-17.3360825099348,50.7665441442105,-17.3360825099348,-14.4754585996398,1.88645306423716e-289,-0.168195602454825,0.82998078075935,-0.575905892530321,0.419854782056672,-17.0315312577515,56.5951932895803,-17.0315312577515,NA,0,0,"neutral",NA,NA,NA,NA,NA,"neutral","None",-0.168195602454825,0
"ephemeral/a",-15.507753802697,1.70598387727426e-183,0.574393202263233,0.0807882571015872,-19.8834032205841,55.8611855655093,-19.8834032205841,-15.304118172893,8.54991892982246e-130,1.57530834332695,0.00000099242025799509,-3.5269611998863,0.0415601348304776,-17.223551498301,56.9792337706795,-17.223551498301,NA,0,0,"neutral",NA,NA,NA,NA,NA,"positive","Quadratic",1.57530834332695,0.866898972700637
"episodic/a",-14.4095550521449,1.86514678183495e-71,-0.571598464206606,0.0018681403252521,-142.988059792084,302.070498708509,-142.988059792084,-14.1425616140254,1.67093094079454e-55,0.503853867557354,0.40896027246551,-4.36857541903045,0.000000000000000000000000000000000000000000000017836650914025,-25.3060288979113,73.1441885699,-25.3060288979113,NA,0,0,"neutral",NA,NA,NA,NA,NA,"negative","Linear",-0.571598464206606,-0.345576550768822
"eponymous/a",-14.7572869876455,1.06396471249965e-102,0.991410145816858,0.00328104291421394,-76.2539879437005,168.602355011742,-76.2539879437005,-14.5647302161568,1.58679791572192e-87,1.92410762332645,0.000366377758350512,-3.3075436363075,0.0000000000000000000195921512199795,-29.8502084032935,82.2325475806644,-29.8502084032935,NA,0,0,"neutral",NA,NA,NA,NA,NA,"positive","Quadratic",1.92410762332645,1.07018667391511
